project_id	publication_id	project_number	publication_number	title	description	publication_date	publication_type	project_type	project_subtype	contracting_authority	canton	city	postal_code	country	submission_deadline	process_type	lots_type	estimated_amount	estimated_currency	award_decision_date	number_of_submissions	cpv_code	additional_cpv_codes	bkp_codes	ebkph_codes	ebkpt_codes	npk_codes	order_type	construction_type	construction_category	creation_language	interessant_vorhersage	interessant_wahrscheinlichkeit	combined_relevance_score
1c8a8f9e-1010-49a7-b153-107c50173df5	e4a1e7d4-426d-4457-842c-8410df877090	22916	22916-01	Los Süd - L11 - Fahrbahnerneuerung Münchenstein – Reinach inkl. BehiG	Das Gesamtprojekt umfasst die Gleiserneuerung beider Gleise auf ca. 3.36 km Länge im Abschnitt zwischen den Bahnübergängen Schwertrainstrasse und  Habshagstrasse. Das Projekt wurde aufgrund der Grösse in zwei Lose aufgeteilt. Die Projektgrenze liegt bei Bahnkilometer 1.9 und teilt das Gesamtprojekt in den Abschnitt Nord (Los Nord, Länge ca. 1.63km) und Süd (Los Süd, Länge ca. 1,74 km) auf. Die Gleiserneuerung umfasst den Oberbau (Feste Fahrbahn anstelle Schottergleis) und Unterbau inkl. Werkleitungen, angrenzenden Strassenbau sowie die Gleisentwässerung. Ebenfalls wird das Betriebsgebäude in der Schlaufe Surbaum und Stöckackerstrasse sowie die gesamte Schlaufe Sur-baum inkl. Weichen im Zuge des Projekts neu erstellt. Zusätzlich werden parallel des Bahntrassees in der Strasse neue Werkleitungen und umfassende Kreuzungsumbauten der Knoten/Übergänge Gartenstadt und Loogstrasse mit dem Tiefbauamt BL realisiert.	2025-09-06	tender	tender	construction	Baselland Transport AG	BL	Münchenstein	4142	CH	2025-11-04T10:00:00+01:00	open	without					{'code': '45000000', 'label': {'de': 'Bauarbeiten', 'en': 'Construction work', 'fr': 'Travaux de construction', 'it': 'Lavori di costruzione'}}						construction	execution	civil_engineering	de	1	0.7504290614962235	0.0
da28a16b-0ab7-4226-a18f-60d1eed5227f	b1c43959-d6d1-48c3-ac4b-c4aa723ab722	23152	23152-01	EPM Binningen - BKP 201 Baugrubenaushub	Es handelt sich um die Baugrubenaushubarbeiten für den Erweiterungsbau einer Schule. Während der gesamten Bauzeit bleibt der Schulbetrieb in vollem Umfang erhalten.	2025-10-27	tender	tender	construction	Bauabteilung Binningen	BL	Binningen	4102	CH	2025-12-08T16:00:00+01:00	open	without					{'code': '45000000', 'label': {'de': 'Bauarbeiten', 'en': 'Construction work', 'fr': 'Travaux de construction', 'it': 'Lavori di costruzione'}}	[{'code': '45214200', 'label': {'de': 'Bauarbeiten für Schulgebäude', 'en': 'Construction work for school buildings', 'fr': 'Travaux de construction de bâtiments scolaires', 'it': 'Lavori di costruzione di edifici scolastici'}}]	[{'code': '201', 'label': {'de': 'Baugrubenaushub', 'en': 'Basement excavation', 'fr': 'Fouilles en pleine masse', 'it': 'Scavo generale'}}]				construction	execution	structural_engineering	de	1	0.7502918449275611	0.0
d9c22905-3487-4070-beae-d0c0697ec01e	ecd78abe-8bfa-4111-8fef-9fad27163043	24663	24663-01	Schulcampus Dorf - BKP 283.5 Deckenbekleidungen aus Kunststoffen, & dgl.	Beim vorliegenden Projekt handelt es sich um die Erweiterung des Schulcampus Dorf, Binnigen (SCD).Vom Untergeschoss bis und mit Bodenplatte Erdgeschoss wird der Rohbau als klassische Stützen- Plattenkonstruktion in Stahlbeton ausgeführt. Die Geschossen Erdgeschoss bis 2. Obergeschoss werden aus einer Holzbau-Konstruktion mit einer Holz-Beton-Verbunddecke gefertigt. Das Gebäude wird als Schulhaus genutzt.Diese Ausschreibung enthält folgende Arbeiten / Bauteile:Lieferung und Montagen von Deckenbekleidungen aus Kunststoffen, &amp; dgl.Deckenbekleidungen aus Akustikvlies	2025-10-27	tender	tender	construction	ARGE GP SCD - c/o Rapp AG	BL	Binningen	4102	CH	2025-12-08T16:00:00+01:00	open	without					{'code': '45210000', 'label': {'de': 'Bauleistungen im Hochbau', 'en': 'Building construction work', 'fr': 'Travaux de construction de bâtiments', 'it': 'Lavori generali di costruzione di edifici'}}		[{'code': '283.5', 'label': {'de': 'Deckenbekleidungen aus Kunststoffen, Textilien und dgl.', 'en': 'Synthetic and textile ceiling coverings and the like', 'fr': 'Faux-plafonds en matières synthétiques, en textiles, etc.', 'it': 'Controsoffitti in materiale sintetico, tessile e simili'}}]			[{'code': '652', 'label': {'de': 'Deckenbekleidungen aus Holz, Holzwerkstoffen, Mineralfasern', 'en': 'Wood, wood-based and mineral-fibre ceiling finishes', 'fr': 'Faux-plafonds en bois, dérivés du bois, fibres minérales', 'it': 'Controsoffitti di legno, suoi derivati e fibre minerali'}}]	construction	execution	structural_engineering	de	1	0.7460260638065426	0.0
8e5d8887-44bb-4834-8efe-76ffb8994931	b3bf3d48-d573-45d7-87d8-687f3801f756	22910	22910-01	Los Nord - L11 - Fahrbahnerneuerung Münchenstein – Reinach inkl. BehiG	Das Gesamtprojekt umfasst die Gleiserneuerung beider Gleise auf ca. 3.36 km Länge im Abschnitt zwischen den Bahnübergängen Schwertrainstrasse und  Habshagstrasse. Das Projekt wurde aufgrund der Grösse in zwei Lose aufgeteilt. Die Projektgrenze liegt bei Bahnkilometer 1.9 und teilt das Gesamtprojekt in den Abschnitt Nord (Los Nord, Länge ca. 1.63km) und Süd (Los Süd, Länge ca. 1,74 km) auf. Die Gleiserneuerung umfasst den Oberbau (Feste Fahrbahn anstelle Schottergleis) und Unterbau inkl. Werkleitungen, angrenzenden Strassenbau sowie die Gleisentwässerung. Ebenfalls wird das Betriebsgebäude in der Schlaufe Surbaum und Stöckackerstrasse sowie die gesamte Schlaufe Sur-baum inkl. Weichen im Zuge des Projekts neu erstellt. Zusätzlich werden parallel des Bahntrassees in der Strasse neue Werkleitungen und umfassende Kreuzungsumbauten der Knoten/Übergänge Gartenstadt und Loogstrasse mit dem Tiefbauamt BL realisiert.	2025-09-06	tender	tender	construction	Baselland Transport AG	BL	Münchenstein	4142	CH	2025-11-04T10:00:00+01:00	open	without					{'code': '45000000', 'label': {'de': 'Bauarbeiten', 'en': 'Construction work', 'fr': 'Travaux de construction', 'it': 'Lavori di costruzione'}}						construction	execution	civil_engineering	de	1	0.741379789937529	0.0
f3a8616b-ebb5-41bf-9782-e8e7f4ddaf0c	26e391ca-4b68-4f08-b573-d80a25631d93	23144	23144-01	EPM Binningen - BKP 240 Heizungsanlagen	Ausführung von 242 Heizungsanlagen: Neubau Schulhaus mit haustechnischen Anlagen, Anpassungsarbeiten im Bereich Bestandsbau	2025-10-17	tender	tender	construction	Bauabteilung Binningen	BL	Binningen	4102	CH	2025-11-27T16:00:00+01:00	open	without					"{'code': '45331000', 'label': {'de': 'Installation von Heizungs-, Lüftungs- und Klimaanlagen', 'en': 'Heating, ventilation and air-conditioning installation work', 'fr': ""Travaux d'installation de matériel de chauffage, de ventilation et de climatisation"", 'it': 'Lavori di installazione di impianti di riscaldamento, ventilazione e climatizzazione'}}"		[{'code': '242', 'label': {'de': 'Heizungsanlagen', 'en': 'Heating installations', 'fr': 'Installations de chauffage', 'it': 'Impianti di riscaldamento'}}]				construction	execution	structural_engineering	de	1	0.7378691829232245	0.0
c8621ed2-9969-4fa0-a2bd-0ec707d6c200	f1b7bcc5-6437-4791-b22d-5b6f30b9d7b2	23503	23503-01	Sanierung Schulhaus Hintere Matten Trakt 2 und 3, 4107 Ettingen	Verputzte mineralische Aussenwärmedämmungen an zwei bestehenden Gebäuden, im Rahmen einer etappierten Gesamtsanierung. Inklusive abgehängten Untersichtsverkleidungen und Innendämmungen im Schutzraum.	2025-09-19	tender	tender	construction	Gemeinde Ettingen	BL	Ettingen	4107	CH	2025-10-30T00:00:00+01:00	open	without					{'code': '45000000', 'label': {'de': 'Bauarbeiten', 'en': 'Construction work', 'fr': 'Travaux de construction', 'it': 'Lavori di costruzione'}}		[{'code': '226.2', 'label': {'de': 'Verputzte Aussenwärmedämmungen', 'en': 'External thermal insulation composite systems', 'fr': 'Isolations thermiques extérieures crépies', 'it': 'Isolamenti termici a cappotto'}}]				construction	execution	structural_engineering	de	1	0.7369838827621551	0.0
1eda4857-40c6-4bd4-8daf-fec259360b54	8cc20333-57e3-4bec-b174-733d963f4e74	26980	26980-02	EPM Binningen - BKP 112 Rückbau und Abbrucharbeiten	Rückbau bestehender Gebäude (alte Turnhalle) mit möglichen Gebäudeschadstoffen, Gebäudeteile und Aussenanlagen,	2025-11-27	tender	tender	construction	Bauabteilung Binningen	BL	Binningen	4102	CH	2026-01-09T16:00:00+01:00	open	without					{'code': '45000000', 'label': {'de': 'Bauarbeiten', 'en': 'Construction work', 'fr': 'Travaux de construction', 'it': 'Lavori di costruzione'}}	[{'code': '45111100', 'label': {'de': 'Abbrucharbeiten', 'en': 'Demolition work', 'fr': 'Travaux de démolition', 'it': 'Lavori di demolizione'}}]	[{'code': '112', 'label': {'de': 'Rückbau', 'en': 'Deconstruction', 'fr': 'Déconstruction', 'it': 'Smontaggi, demolizioni'}}, {'code': '113', 'label': {'de': 'Sanierung Altlasten', 'en': 'Site remediation', 'fr': 'Assainissement de sites contaminés', 'it': 'Risanamento di siti contaminati'}}]				construction	execution	structural_engineering	de	1	0.735936023333271	0.0
24ee60b8-8cf1-4aaf-b38e-940b3d5c33e9	1616f219-20bb-417b-a61b-42b53f39b3c8	27025	27025-01	ABC-Deko Container	"Lieferung eines ""ABC-Dekontaminations-Containers""."	2025-11-20	tender	tender	supply	Zentrale Beschaffungsstelle Kanton Basel-Landschaft	BL	Liestal	4410	CH	2026-02-02T15:00:00+01:00	open	without					"{'code': '35000000', 'label': {'de': 'Ausrüstung für Sicherheitszwecke, Brandbekämpfung, Polizei und Verteidigung', 'en': 'Security, fire-fighting, police and defence equipment', 'fr': ""Équipement de sécurité, de lutte contre l'incendie, de police et de défense"", 'it': 'Attrezzature di sicurezza, antincendio, per la polizia e di difesa'}}"						supply			de	1	0.734913208927686	0.0
64745f87-1af8-4017-a74e-95872e471385	7cf8e61c-3a74-4113-98a3-c1b3e56399f2	24955	24955-01	Sanierung Schulhaus Hintere Matten Trakt 2 und 3, 4107 Ettingen	Einbau von neuen kontrollierten Lüftungsanlagen im Rahmen einer etappierten Gesamtsanierung von zwei Gebäuden. Hauptlüftungen mit aussen aufgestellten Lüftungsgeräten, Kellerlüftungen mit separaten Kleingeräten, Klimagerät für Elektroraum	2025-10-10	tender	tender	construction	Gemeinde Ettingen	BL	Ettingen	4107	CH	2025-11-20T00:00:00+01:00	open	without					{'code': '45000000', 'label': {'de': 'Bauarbeiten', 'en': 'Construction work', 'fr': 'Travaux de construction', 'it': 'Lavori di costruzione'}}		"[{'code': '244', 'label': {'de': 'Lufttechnische Anlagen', 'en': 'Ventilation and air-conditioning installations', 'fr': ""Installations de ventilation et de conditionnement d'air"", 'it': 'Impianti di ventilazione'}}]"				construction	execution	structural_engineering	de	1	0.7318537619088157	0.0
efbe8db2-4026-40c4-bdda-54d81acd0dc9	dad1c4c6-1ddb-449f-9554-6c747d12441a	23049	23049-01	Internetzugänge für Rechenzentrum und DDoS-Schutz	«Internetzugänge für Rechenzentren und DDoS-Schutz» für 5 Jahre.	2025-09-19	tender	tender	supply	Zentrale Beschaffungsstelle Kanton Basel-Landschaft	BL	Liestal	4410	CH	2025-10-31T15:00:00+01:00	open	without					"{'code': '72000000', 'label': {'de': 'IT-Dienste: Beratung, Software-Entwicklung, Internet und Hilfestellung', 'en': 'IT services: consulting, software development, Internet and support', 'fr': ""Services de technologies de l'information, conseil, développement de logiciels, internet et appui"", 'it': 'Servizi informatici: consulenza, sviluppo di software, Internet e supporto'}}"						supply			de	1	0.724330261570565	0.0
812b0f73-b598-4d1a-938a-798bb6479920	a2664d4d-0093-4e26-8493-2e54bb25d19b	24919	24919-01	Füllinsdorf, Sanierung Ergolzstrasse	Die Baustelle befindet sich in den Schutzzonen S2 und S3 Die Ausschreibung umfasst:Komplette Erneuerung und Neugestaltung der Strasse Bau eines neuen Sauberwasserkanals, L= 580mErsatz der best. Wasserleitung, L = 900mErneuerung der bestehenden IWB Niederdruck- und Hochdruckleitungen, L= 900mAusbau Fernwärmeleitung, L = 360mErsatz EBL Leerrohr-Rohrblock für Nieder-, Mittel- und Hochspannung	2025-10-09	tender	tender	construction	Einwohnergemeinde Füllinsdorf	BL	Füllinsdorf	4410	CH	2025-10-24T11:00:00+02:00	open	without					{'code': '45221250', 'label': {'de': 'Tiefbauarbeiten, ausser Tunneln, Schächten und Unterführungen', 'en': 'Underground work other than tunnels, shafts and subways', 'fr': 'Ouvrages souterrains autres que tunnels, puits et passages souterrains', 'it': 'Lavori in sotterraneo, esclusi gallerie, pozzi e sottopassaggi'}}		"[{'code': '211', 'label': {'de': 'Baumeisterarbeiten', 'en': ""Builder's work"", 'fr': ""Travaux de l'entreprise de maçonnerie"", 'it': 'Opere da impresario costruttore'}}]"				construction	execution	civil_engineering	de	1	0.7183676287669495	0.0
